"LIMIT_BAL","SEX","EDU_GRAD_SCHOOL","EDU_UNIVERSITY","EDU_HIGH_SCHOOL","EDU_OTHER","MARITAL_MARRIED","MARITAL_SINGLE","MARITAL_OTHER","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","DELTA_1","DELTA_2","DELTA_3","DELTA_4","DELTA_5","DELTA_6","default payment next month"
230000,1,0,0,1,0,0,1,0,48,-1,-1,-1,-1,-1,-1,2578,-4485,1460,-114,-10431,12588,1
200000,1,0,1,0,0,1,0,0,39,-1,-1,-1,-1,-1,-1,-1313,-1724,3516,-518,-10980,3409,0
500000,1,0,1,0,0,0,1,0,39,0,0,0,0,0,-1,221932,155360,115717,14562,-192385,197207,0
130000,1,1,0,0,0,0,1,0,34,0,0,0,0,0,0,73189,73187,74495,77190,76720,77972,0
290000,1,0,1,0,0,0,1,0,34,0,0,0,0,0,0,10495,36198,28346,14104,28814,29530,0
210000,1,0,1,0,0,0,1,0,34,0,0,0,0,0,0,69413,72188,73953,77745,75971,77659,0
240000,1,1,0,0,0,0,1,0,36,-1,-1,-1,-1,-1,-1,-2822,-2264,1601,3222,-4325,3449,0
80000,1,0,1,0,0,1,0,0,36,-2,-2,-2,-2,-2,-2,6190,0,-2348,2348,-3670,543,0
150000,1,1,0,0,0,0,1,0,36,0,0,0,0,0,2,121304,242984,119339,122389,122645,134422,1
200000,1,0,0,0,0,1,0,0,39,-2,-2,-2,-2,-2,-2,500,0,0,0,0,0,0
110000,1,0,1,0,0,0,1,0,36,2,2,-2,-2,-2,-2,112900,0,0,0,0,0,1
320000,1,0,0,1,0,1,0,0,33,0,0,0,0,0,2,69047,17861,18229,15192,15648,14255,0
340000,1,1,0,0,0,0,1,0,37,-1,0,-1,0,0,0,11983,4251,1308,6065,10581,5936,0
380000,1,0,1,0,0,1,0,0,43,1,-2,-2,-1,-1,-1,0,0,-2039,2039,-4481,4169,0
150000,1,1,0,0,0,1,0,0,43,-1,-1,-1,-1,-1,-1,740,-762,-2339,35,2825,-265,0
500000,1,1,0,0,0,0,1,0,37,-2,-2,-2,-2,-2,-2,747,0,-989,989,0,-880,0
500000,1,0,1,0,0,1,0,0,49,-2,-2,-2,-2,-2,-2,7694,978,-3308,2811,-53596,22292,0
370000,1,0,1,0,0,1,0,0,44,-2,-2,-2,-2,-2,-2,-1742,1742,0,0,0,0,0
360000,1,0,1,0,0,1,0,0,40,-2,-2,-2,-2,-2,-2,7762,-5151,-3818,-17500,25442,-346,0
300000,1,0,1,0,0,1,0,0,39,-2,-2,-2,-2,-2,-2,1485,395,-514,36,118,360,0
150000,1,0,1,0,0,0,1,0,37,-2,-2,-2,-2,-2,-2,0,-596,-21535,20151,-1596,-3021,0
210000,1,1,0,0,0,1,0,0,38,-2,-2,-2,-2,-2,-2,-81,-81,-81,-81,-81,-81,0
280000,1,1,0,0,0,1,0,0,39,-2,-2,-2,-2,-2,-2,1397,-136,136,0,-350,53,0
230000,1,0,1,0,0,1,0,0,44,-2,-2,-2,-2,-1,0,4889,-3004,5279,-5321,11950,-256,0
360000,1,0,1,0,0,0,1,0,37,0,0,0,0,0,0,282087,285564,290481,293578,279700,279547,0
230000,1,0,1,0,0,1,0,0,40,-1,-1,-1,0,0,0,690,-5478,4703,1560,11560,-7790,0
450000,1,0,1,0,0,1,0,0,44,-2,-2,-2,-2,-2,-2,-7559,8635,-1098,65,-2317,3187,0
240000,1,1,0,0,0,0,1,0,34,2,0,0,0,0,0,3788,698,1840,2750,4750,-10,1
300000,1,1,0,0,0,0,1,0,41,-1,-1,-2,-2,-2,-2,5770,0,0,0,0,0,0
240000,1,0,1,0,0,1,0,0,38,0,0,0,0,0,0,190529,178901,182190,186518,181993,173079,0
230000,1,0,1,0,0,1,0,0,37,-1,0,0,0,0,0,-946,-131,3567,-378,3550,4446,1
230000,1,1,0,0,0,0,1,0,41,-1,-1,-1,-1,0,0,5731,-8316,-18166,-1460,56660,41213,0
240000,1,0,1,0,0,1,0,0,40,-1,-1,-1,-1,-1,-1,-1684,4888,-1197,-45637,46834,-5252,1
160000,1,1,0,0,0,0,1,0,39,-2,-2,-2,-2,-2,-2,-300,300,0,-821,821,0,0
360000,1,0,0,0,0,1,0,0,39,-1,-1,-1,-1,0,-1,2550,-30499,23298,7731,355,-2439,0
160000,1,1,0,0,0,1,0,0,41,0,0,-1,0,0,0,166507,34441,85213,86145,76684,76072,0
10000,1,0,1,0,0,1,0,0,42,0,0,0,0,0,0,7510,8429,7810,7137,5907,1877,0
430000,1,1,0,0,0,0,1,0,38,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
80000,1,1,0,0,0,1,0,0,39,1,2,2,2,0,0,19640,21109,23017,21535,21886,-7000,0
310000,1,1,0,0,0,1,0,0,39,-1,-1,-1,-1,0,0,3122,-2394,-6050,9057,26,3264,0
150000,1,0,0,1,0,1,0,0,41,0,0,0,0,0,-2,19434,19864,20196,21715,0,0,0
200000,1,0,1,0,0,1,0,0,43,0,0,-2,-1,-1,-2,2893,-230,-1829,2059,0,0,0
210000,1,1,0,0,0,1,0,0,44,-1,-1,-1,-1,-1,0,0,-874,512,-604,1326,-2028,0
400000,1,0,1,0,0,0,1,0,43,-2,-2,-2,-2,-2,-2,-3400,3400,14508,-14508,7201,4626,0
80000,1,0,1,0,0,1,0,0,40,-1,-1,-1,-1,-1,-1,632,-30159,30465,1139,-9038,-6431,0
160000,1,0,1,0,0,1,0,0,42,-1,0,0,0,0,0,32617,33291,34906,35053,35577,36434,0
170000,1,0,1,0,0,1,0,0,40,-1,-1,-1,-1,-1,-1,16661,-3174,2968,-23052,23348,-1658,0
240000,1,0,1,0,0,1,0,0,41,-2,-2,-2,-2,-2,-2,5366,-6979,6297,-2023,-1975,-1659,0
300000,1,0,1,0,0,1,0,0,33,2,2,0,0,0,0,279065,262429,268341,275111,244230,236600,1
90000,1,0,1,0,0,1,0,0,44,2,2,-1,-1,-1,-1,1654,0,-1213,761,-13,-86,0
180000,1,0,1,0,0,1,0,0,35,-1,-1,-1,-1,-1,-1,-513,-1913,5212,6542,1430,-517,0
210000,1,0,1,0,0,1,0,0,48,-1,-1,-1,-1,-1,-1,1417,-361,-12461,12816,-102,-108,0
300000,1,1,0,0,0,1,0,0,42,1,-2,-2,-2,-1,3,-694,-1388,0,-694,694,394,0
240000,1,1,0,0,0,0,1,0,37,3,2,2,2,2,2,157691,160489,163329,166033,168678,172707,1
170000,1,1,0,0,0,1,0,0,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
50000,1,1,0,0,0,0,1,0,37,0,0,0,-1,0,0,41386,43385,8688,-2143,2810,3741,0
50000,1,0,1,0,0,1,0,0,39,0,0,0,0,0,0,43908,45193,46281,45899,46655,47133,0
230000,1,1,0,0,0,0,1,0,39,-1,-1,-1,-2,-2,-2,-1045,1945,0,0,0,-1720,0
310000,1,1,0,0,0,1,0,0,34,0,0,0,0,0,0,259696,255929,208649,184670,32589,105584,0
150000,1,0,0,1,0,0,1,0,35,1,-1,-1,-1,-1,-2,-200,-508,-493,1201,0,0,0
200000,1,1,0,0,0,0,1,0,35,-2,-1,-1,-1,-1,-1,-185,-1731,1916,-150,-1198,348,0
80000,1,0,1,0,0,0,1,0,39,2,2,2,0,0,0,120281,123747,102923,80818,111396,55172,1
500000,1,1,0,0,0,1,0,0,37,-2,-2,-2,-2,-2,-2,-2748,-2671,607,-17976,-38475,58604,0
20000,1,0,1,0,0,1,0,0,42,0,0,2,2,2,2,12379,15802,19212,17008,19604,17555,1
20000,1,0,0,1,0,1,0,0,46,0,0,2,2,2,2,8691,14179,11574,15518,12772,16925,1
150000,1,1,0,0,0,0,1,0,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
100000,1,0,0,0,0,0,1,0,34,0,0,0,0,0,-1,86670,87537,84242,19181,4502,1355,0
210000,1,0,0,1,0,1,0,0,44,-2,-2,-2,-2,-2,-2,-1691,-4244,17706,-5646,-9147,7417,1
300000,1,0,1,0,0,1,0,0,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
80000,1,0,1,0,0,0,1,0,32,1,2,-1,2,2,2,7604,7170,150,-500,800,150,1
410000,1,1,0,0,0,0,1,0,31,0,0,0,0,0,0,119069,117727,103882,121704,124279,102591,0
90000,1,0,0,1,0,1,0,0,36,0,0,-1,0,0,0,78062,59212,17023,17982,18522,18608,0
270000,1,0,1,0,0,1,0,0,43,0,0,0,0,0,0,130068,95743,96311,96583,86846,94824,0
360000,1,0,1,0,0,1,0,0,41,0,0,0,0,0,0,259653,242848,249653,253025,164474,125505,0
230000,1,0,0,1,0,1,0,0,38,0,0,0,0,0,0,65830,59779,46523,47346,45599,49099,0
150000,1,0,1,0,0,0,1,0,42,0,0,0,-2,-2,-1,95066,95040,0,0,-217,-2755,0
150000,1,0,1,0,0,0,1,0,44,2,2,0,0,0,0,168179,153324,151626,149699,142033,156636,1
350000,1,0,1,0,0,1,0,0,43,-2,-2,-2,-2,-2,-1,-924,567,-2168,4590,-430,0,0
210000,1,0,0,1,0,0,1,0,43,-1,-1,-1,-2,-2,-2,6435,1170,0,0,0,-3015,0
130000,1,0,0,1,0,1,0,0,44,0,0,0,0,0,0,35331,40539,42816,44018,46595,46737,0
500000,1,1,0,0,0,1,0,0,49,-2,-2,-2,-2,-2,-2,25631,-6778,2968,-26154,28205,-4447,0
280000,1,0,1,0,0,1,0,0,48,2,-1,0,0,0,0,-26341,34385,35675,73224,23167,27383,1
450000,1,1,0,0,0,1,0,0,39,-2,-2,-2,-2,-2,-2,-16634,18860,-113570,107363,-15029,22943,0
200000,1,0,1,0,0,0,1,0,46,0,0,0,0,0,0,116001,116605,108879,131486,134338,136920,0
290000,1,0,1,0,0,1,0,0,34,0,0,0,0,-1,0,52163,42837,3408,-31461,34932,-146468,0
170000,1,0,1,0,0,1,0,0,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
380000,1,0,1,0,0,1,0,0,39,0,0,0,0,0,0,294452,270900,240018,244396,245231,230051,0
180000,1,1,0,0,0,0,1,0,35,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,1
280000,1,1,0,0,0,0,1,0,35,-1,-1,-1,-1,-1,-1,-22229,19291,5960,0,-6765,-1892,0
200000,1,0,1,0,0,1,0,0,31,-2,-2,-2,-2,-2,-2,-6836,7702,-5769,3378,-8705,7431,0
220000,1,0,1,0,0,1,0,0,40,1,-2,-2,-2,-2,-2,-6159,7612,256,1377,-436,-4523,0
240000,1,1,0,0,0,1,0,0,38,2,2,2,2,2,2,101925,104178,107948,107926,109688,111815,1
470000,1,0,1,0,0,0,1,0,43,-2,-2,-2,-2,-2,-2,5227,404,-3,-358,352,-2090,0
280000,1,1,0,0,0,0,1,0,35,0,-1,-1,-1,-1,-1,-29911,30867,2439,2458,-6691,1247,0
200000,1,1,0,0,0,0,1,0,43,-2,-2,-2,-2,-2,-2,-109,-109,-109,-109,-109,-109,1
20000,1,0,0,1,0,1,0,0,46,1,2,2,0,0,2,6931,9042,7437,8723,10793,10400,0
20000,1,0,1,0,0,0,1,0,34,0,0,0,0,0,0,16949,17727,19130,20199,19261,19957,0
290000,1,1,0,0,0,0,1,0,34,-1,-1,-1,-1,0,-1,-4236,6136,-28642,28642,-15328,19024,0
20000,1,1,0,0,0,1,0,0,37,1,-2,-1,2,2,-2,-1688,-11113,10887,10413,-245,-5345,1
150000,1,1,0,0,0,1,0,0,38,-2,-2,-2,-2,-2,-2,1081,-1018,-20162,19004,-1710,4346,0
160000,1,0,1,0,0,1,0,0,36,-2,-2,-2,-2,-2,-2,-20,-3680,505,1285,-12597,12629,1
360000,1,1,0,0,0,1,0,0,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
160000,1,0,1,0,0,1,0,0,41,1,2,0,0,0,0,99496,93134,92968,98575,98913,96645,0
400000,1,1,0,0,0,1,0,0,37,0,0,0,0,0,0,218237,214726,158275,127833,123383,118628,0
180000,1,0,1,0,0,0,1,0,36,0,0,0,2,2,-1,12922,11799,14275,13137,-2293,293,0
120000,1,0,1,0,0,1,0,0,32,0,0,0,0,0,0,105845,108371,110610,107978,108522,109957,0
200000,1,0,1,0,0,0,1,0,33,-2,-2,-2,-2,-2,-2,-2334,3806,-4573,3331,1242,-3239,0
210000,1,1,0,0,0,1,0,0,39,-1,-1,-1,-1,-1,-1,3270,1395,-4137,1197,4160,0,0
70000,1,0,0,1,0,1,0,0,48,2,2,2,2,2,2,59775,61139,63416,63945,62767,67749,1
110000,1,0,1,0,0,1,0,0,38,0,0,0,0,0,0,190437,166420,58094,37854,-30665,-53288,1
30000,1,0,0,1,0,0,1,0,47,2,2,2,0,0,2,10352,12461,10756,11671,13417,14367,1
40000,1,0,0,1,0,1,0,0,46,-1,-1,2,0,-1,-1,-1750,1850,56,1576,299,0,0
310000,1,1,0,0,0,1,0,0,41,-1,2,-1,-1,-1,0,3640,-8359,4239,-9387,14589,-4890,0
200000,1,0,1,0,0,1,0,0,41,-1,-1,-1,-1,-1,-1,5592,-1306,-373,1003,-229,-415,0
230000,1,0,1,0,0,1,0,0,39,0,0,-2,-2,-2,-2,24510,0,0,0,0,0,0
450000,1,1,0,0,0,1,0,0,33,-2,-2,-2,-2,-2,-2,481,700,-2459,3943,-306,699,0
80000,1,0,1,0,0,0,1,0,34,0,0,0,2,0,0,38587,37773,88361,42075,40941,47421,0
210000,1,0,1,0,0,0,1,0,43,0,0,0,0,0,0,203281,174361,176785,155888,134129,84667,0
130000,1,0,1,0,0,0,0,1,48,-1,-1,-1,2,0,0,1778,-109,109,109,109,0,0
500000,1,1,0,0,0,1,0,0,49,-2,-1,-1,-1,-1,-1,-2943,-6014,-4643,-39293,-5004,20436,0
180000,1,0,1,0,0,1,0,0,38,-1,2,2,-1,0,0,7098,4089,-8941,8941,5181,5181,1
340000,1,1,0,0,0,1,0,0,36,1,-1,-1,-1,-1,-1,-544,-4337,4164,-3068,-7126,685,0
450000,1,1,0,0,0,0,1,0,37,0,-1,-1,-1,-1,-1,19474,-7369,24965,-1649,-3563,4677,0
80000,1,0,0,1,0,1,0,0,49,0,0,0,0,0,0,59088,59074,58997,56627,56182,54477,0
150000,1,0,0,1,0,0,1,0,47,-1,-1,-1,-1,-1,-1,91,1398,-843,1192,-1674,1397,0
210000,1,1,0,0,0,1,0,0,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
380000,1,0,1,0,0,0,1,0,38,0,0,0,0,0,0,242416,205807,165213,161306,118291,108391,0
400000,1,0,1,0,0,1,0,0,46,0,0,0,0,0,0,28405,24802,27115,24907,15061,15969,0
80000,1,0,0,1,0,1,0,0,52,-2,-2,-2,-2,-2,-2,210,-930,926,-403,401,0,0
240000,1,1,0,0,0,1,0,0,44,-2,-2,-2,-2,-2,-2,-1985,1260,-1212,3186,-885,831,0
120000,1,0,1,0,0,1,0,0,50,0,0,0,0,0,0,112351,115163,99581,74191,46214,43249,0
60000,1,0,0,1,0,1,0,0,63,0,0,0,0,0,0,57071,57081,48103,37115,28837,26458,0
360000,1,1,0,0,0,0,1,0,54,0,-1,-1,0,0,-1,120781,-58989,60438,47357,44314,-44030,0
50000,1,0,1,0,0,1,0,0,50,2,2,2,2,2,2,25625,28019,26269,29547,27858,31229,1
360000,1,0,0,1,0,1,0,0,50,-1,-1,-1,-1,-1,-1,-985,-945,2776,-44110,44110,-2103,1
30000,1,0,0,1,0,1,0,0,51,0,0,2,2,2,0,18973,23963,22582,20722,17302,16039,0
500000,1,1,0,0,0,1,0,0,53,-2,-2,-1,-1,-1,-1,1200,-3609,-444,4053,-4487,3849,0
20000,1,0,1,0,0,1,0,0,54,3,2,3,2,2,2,3914,8488,8212,6931,8797,8014,1
90000,1,0,1,0,0,1,0,0,56,-1,-1,-1,-1,-1,-1,-3541,-9181,7322,3609,-1861,1677,0
80000,1,0,0,1,0,1,0,0,55,0,0,0,0,0,0,49838,58860,55515,43593,41372,43212,0
100000,1,0,0,1,0,0,1,0,54,1,2,2,2,0,0,66212,57321,66302,59217,55393,55912,0
120000,1,1,0,0,0,1,0,0,51,0,0,0,-1,0,0,79213,81483,2330,59356,61412,55572,0
100000,1,0,0,1,0,0,0,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
150000,1,0,1,0,0,1,0,0,51,0,0,0,0,0,0,139018,139998,142393,145709,103762,104323,0
10000,1,0,1,0,0,1,0,0,51,1,2,0,0,0,0,9151,7722,8684,8322,8479,8632,0
50000,1,0,0,1,0,1,0,0,52,1,-2,-2,-1,-1,-1,0,0,-831,693,-520,658,0
490000,1,1,0,0,0,1,0,0,53,-2,-2,-2,-2,-2,-2,-7213,8913,-400,-3786,-2019,4180,0
50000,1,0,0,1,0,0,1,0,52,0,0,0,0,0,0,45716,46447,28926,47497,18266,18329,0
340000,1,0,1,0,0,1,0,0,57,-1,-1,-1,-1,-1,-1,7787,-1379,-10492,5976,10203,-2391,0
240000,1,0,0,1,0,1,0,0,51,0,0,0,0,0,0,215141,224072,174121,165051,169416,159754,0
50000,1,0,0,1,0,1,0,0,53,2,2,2,2,2,2,37926,40236,43450,46003,42693,42538,1
500000,1,0,1,0,0,1,0,0,50,0,0,0,2,0,0,279301,281479,296661,296435,288068,282489,0
410000,1,0,1,0,0,1,0,0,50,0,0,0,0,0,0,240152,235659,238934,238511,232845,205767,0
280000,1,0,1,0,0,1,0,0,64,0,0,2,0,0,0,7209,37801,32133,30164,7164,7164,0
240000,1,0,1,0,0,0,1,0,59,0,0,0,0,0,0,210026,227796,224230,188471,184004,155662,0
20000,1,1,0,0,0,0,1,0,54,0,0,0,0,0,0,15448,16172,17098,18761,17781,10674,0
100000,1,0,1,0,0,1,0,0,55,2,2,2,2,2,2,40300,45439,46385,47285,48176,51228,1
290000,1,0,1,0,0,1,0,0,52,0,0,0,0,0,0,263497,269814,280983,194917,199435,208674,0
100000,1,0,0,1,0,0,1,0,50,0,0,0,2,0,0,79393,76527,88734,81368,86604,85681,0
270000,1,0,1,0,0,1,0,0,65,-1,-1,-1,-1,-1,-1,157,-2521,-2663,-3277,2048,6374,0
80000,1,0,0,1,0,0,1,0,57,0,0,0,0,0,0,74853,73859,74122,75544,25571,27301,0
280000,1,1,0,0,0,1,0,0,47,4,3,2,2,2,2,124928,121530,125668,126222,127758,130654,1
30000,1,0,0,1,0,1,0,0,52,1,-2,-2,-2,-1,0,-190,-760,-760,-2280,760,760,0
90000,1,0,0,1,0,1,0,0,53,0,0,0,0,0,0,85163,83235,85736,76994,47095,46987,1
600000,1,1,0,0,0,1,0,0,53,-2,-2,-2,-2,-2,-2,56854,27446,0,-6677,-76357,83034,0
70000,1,0,0,1,0,1,0,0,54,0,0,0,0,0,0,36062,36295,38138,39075,11159,11335,0
270000,1,0,0,1,0,1,0,0,58,-2,-2,-2,-2,-2,-2,-252,-890,1283,-33,-423,-1016,0
260000,1,0,0,1,0,1,0,0,59,0,0,0,0,0,0,248885,250183,249479,228611,187149,184283,0
50000,1,0,0,1,0,1,0,0,59,0,0,-2,-2,-2,-2,25775,0,0,0,0,0,0
50000,1,0,0,1,0,1,0,0,53,0,0,0,0,0,0,46272,46890,47021,7731,7777,7261,1
70000,1,0,0,1,0,0,1,0,52,0,0,0,0,0,0,100070,103214,65492,66564,27649,28315,0
210000,1,0,0,1,0,1,0,0,55,-1,-1,-2,-1,0,0,3857,0,-95438,92045,92737,94402,0
330000,1,0,0,1,0,1,0,0,50,-1,-1,-2,-2,-2,-1,2064,0,0,0,-324,324,0
200000,1,0,1,0,0,1,0,0,51,0,0,0,0,0,0,283545,138414,-57207,245462,253053,52767,0
220000,1,1,0,0,0,1,0,0,51,-2,-2,-2,-2,-2,-2,690,-2238,2946,1108,100,-486,0
50000,1,0,0,1,0,1,0,0,52,0,0,0,0,0,0,9963,11163,12897,14609,14889,15041,0
20000,1,0,1,0,0,1,0,0,53,0,0,0,0,0,0,17594,17802,17931,19590,19543,18665,0
30000,1,0,1,0,0,0,1,0,53,-1,-1,0,0,0,0,-15344,13666,14863,6180,6380,10000,1
280000,1,0,1,0,0,1,0,0,56,2,0,0,0,0,0,274158,273943,267038,275739,205544,205523,1
60000,1,0,0,1,0,1,0,0,60,0,0,0,0,0,0,55164,54989,54544,55013,54417,56357,0
200000,1,0,0,1,0,1,0,0,50,0,0,0,0,0,0,3413,611,5818,11813,10890,25204,0
230000,1,0,1,0,0,0,1,0,51,0,0,0,0,0,0,196457,216037,203682,209016,162407,153690,0
230000,1,1,0,0,0,1,0,0,51,-2,-2,-2,-2,-2,-1,0,0,0,0,-496,0,1
100000,1,0,0,1,0,1,0,0,49,0,0,0,0,0,0,59802,55258,55544,56938,44235,41136,0
80000,1,0,1,0,0,1,0,0,49,0,0,0,0,0,0,79988,80503,78765,78774,77453,75043,0
80000,1,0,1,0,0,0,1,0,51,0,0,0,0,0,-1,78706,41789,20017,12883,-46917,44266,1
70000,1,0,1,0,0,1,0,0,57,0,0,0,0,0,0,16879,16071,20729,23346,23940,24039,0
200000,1,1,0,0,0,1,0,0,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
20000,1,0,1,0,0,1,0,0,51,2,2,2,2,0,0,15812,17320,19717,17701,17726,17501,0
200000,1,0,1,0,0,1,0,0,50,-2,-1,0,0,-1,0,-3226,5615,-2821,4854,380,5271,0
50000,1,0,1,0,0,1,0,0,55,0,0,0,0,0,0,17749,24470,10975,9847,9903,15895,0
360000,1,0,1,0,0,1,0,0,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,-207,0
200000,1,0,0,1,0,0,1,0,49,-1,-1,-1,-1,-1,-1,1620,-3945,-1616,-15809,14701,6569,0
90000,1,0,1,0,0,1,0,0,55,2,2,2,0,0,0,82140,77995,80674,77890,28565,31049,1
50000,1,0,0,1,0,0,1,0,59,0,0,0,0,2,2,48261,47585,53509,30195,30552,28256,0
400000,1,0,1,0,0,1,0,0,48,0,0,0,0,0,0,340360,320214,304661,306949,303243,302106,0
110000,1,0,0,1,0,1,0,0,51,0,0,0,0,0,0,100040,104146,104211,96478,70309,70303,0
50000,1,0,0,1,0,1,0,0,58,1,2,2,2,0,0,24135,19454,26755,24026,24310,29729,1
500000,1,1,0,0,0,1,0,0,58,1,-1,0,-1,0,0,-35437,-3329,28402,4440,2699,-76211,1
150000,1,0,0,1,0,1,0,0,65,-2,-2,-2,-2,-2,-2,0,-500,500,0,0,0,0
300000,1,0,0,0,1,1,0,0,54,1,-2,-2,-2,-2,-2,0,-1702,1702,0,0,0,0
50000,1,0,1,0,0,1,0,0,56,0,0,0,0,0,0,46703,46836,46049,46060,18171,17624,0
300000,1,1,0,0,0,1,0,0,59,-1,-1,-1,-1,-1,-1,1844,-103,-23844,13156,-43887,25300,0
290000,1,0,1,0,0,1,0,0,49,0,0,0,0,0,0,271827,268834,235528,83339,80159,81670,1
500000,1,0,1,0,0,1,0,0,52,0,0,0,0,0,0,570441,241059,268835,245810,253700,189539,0
140000,1,0,0,1,0,1,0,0,50,-1,2,-1,-1,-1,-1,845,-845,1690,-1690,1690,-845,1
350000,1,0,0,0,0,1,0,0,49,1,-2,-2,-2,-2,-2,-36011,27033,-2997,3351,3157,3589,0
180000,1,0,1,0,0,0,1,0,49,0,0,0,0,0,0,55077,33462,31221,31627,27304,25984,0
390000,1,1,0,0,0,1,0,0,48,1,-1,-1,-1,-1,-1,-5660,1930,-5796,9526,-2680,2480,0
50000,1,1,0,0,0,0,1,0,52,-1,0,0,0,0,-1,23594,30080,28233,23340,-31631,31031,0
50000,1,1,0,0,0,0,1,0,51,0,0,0,0,0,0,40473,41857,43581,46766,45952,46843,0
150000,1,1,0,0,0,0,1,0,52,0,0,0,0,0,0,121810,45952,14332,25796,9912,20126,0
200000,1,1,0,0,0,1,0,0,49,-1,-1,-1,-1,-2,-2,413,-103,103,0,0,-225,0
180000,1,1,0,0,0,0,1,0,53,-2,-2,-2,-2,-2,-2,-1580,-1580,-1580,-1580,-1580,-1580,0
50000,1,0,1,0,0,1,0,0,50,0,0,0,2,0,0,11452,9587,17634,16429,15943,18563,0
110000,1,1,0,0,0,1,0,0,51,0,0,0,0,0,0,99930,98662,89037,92097,62628,63814,0
310000,1,0,1,0,0,1,0,0,62,0,0,0,0,0,0,108529,110101,114948,114583,116837,96114,0
80000,1,0,0,1,0,0,1,0,60,0,0,0,0,0,0,34298,16025,10690,11169,12828,825,0
80000,1,0,0,1,0,1,0,0,54,0,0,0,0,0,0,53498,54368,40886,19500,27900,28800,0
240000,1,1,0,0,0,1,0,0,53,-2,-2,-1,-1,-2,-2,0,-2007,1967,-40,-8171,8091,0
210000,1,0,1,0,0,1,0,0,54,-2,-2,-2,-2,-2,-2,0,0,-225,-535,760,0,0
30000,1,0,1,0,0,0,1,0,50,0,0,0,0,0,0,24027,24658,22521,15131,28763,28869,0
80000,1,1,0,0,0,1,0,0,52,0,0,0,0,0,0,32673,33635,34655,35930,36610,37338,0
70000,1,0,0,1,0,1,0,0,49,2,2,2,2,2,2,18254,19624,21790,18142,22072,23590,1
50000,1,0,0,1,0,0,1,0,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
180000,1,0,0,1,0,1,0,0,64,-2,-2,-2,-2,-2,-2,16381,-1994,-17649,19097,697,-16078,0
160000,1,0,1,0,0,1,0,0,60,-2,-2,-2,-2,-2,-2,14455,-2595,1739,2461,0,-230,0
20000,1,0,0,1,0,1,0,0,50,2,0,0,0,0,0,14612,15136,16979,19020,18240,19000,1
180000,1,1,0,0,0,1,0,0,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
30000,1,0,1,0,0,0,0,1,54,0,0,0,0,0,0,24302,25154,26525,26803,11025,12500,0
210000,1,0,1,0,0,1,0,0,56,-1,-1,-1,-1,-1,-1,18832,296,-12188,12521,4688,-2530,0
120000,1,0,0,1,0,1,0,0,55,1,-2,-1,2,0,0,-150,-7642,7342,6886,7006,-8662,0
20000,1,0,0,1,0,1,0,0,51,1,2,0,0,0,0,15399,13259,14213,16033,14866,19635,1
30000,1,0,1,0,0,1,0,0,49,1,2,-1,-1,-1,2,10440,-6129,9731,4611,8073,-3786,0
50000,1,0,0,1,0,1,0,0,53,1,2,0,0,0,0,51254,43652,26379,14988,15718,16446,0
20000,1,0,0,1,0,1,0,0,51,1,-1,-1,-1,-2,-2,-780,440,340,-50,-830,-1660,0
120000,1,0,1,0,0,1,0,0,57,-2,-2,-2,-2,-2,-2,-644,267,377,0,0,0,0
70000,1,0,1,0,0,1,0,0,62,2,2,2,0,0,0,64003,73562,68743,69365,32645,33075,1
50000,1,0,1,0,0,1,0,0,58,0,0,0,0,0,0,48682,39507,17629,17838,16494,16833,0
20000,1,0,1,0,0,1,0,0,49,1,2,0,0,0,0,19127,14943,16959,18000,19600,19600,0
310000,1,0,0,1,0,1,0,0,53,-2,-2,-2,-2,-2,-2,-1509,2603,-1196,-6725,7690,-2996,0
120000,1,0,1,0,0,1,0,0,40,0,0,0,0,0,0,117270,116236,116894,118123,116499,116296,0
360000,1,0,0,1,0,1,0,0,47,0,0,0,0,0,0,352021,349608,350481,353870,354289,293582,0
240000,1,0,0,1,0,0,1,0,49,-1,0,0,0,2,0,-1729,1241,4164,10041,5731,10540,0
500000,1,0,0,1,0,0,1,0,53,-2,-2,-2,-2,-2,-2,0,0,0,0,-1150,1150,1
500000,1,0,1,0,0,1,0,0,53,-1,-1,-1,-1,-1,0,2870,-9657,5460,-120885,132906,84876,0
240000,1,1,0,0,0,1,0,0,55,-1,0,0,-2,-2,-1,76299,82300,0,0,-21585,21585,0
200000,1,0,1,0,0,1,0,0,56,-2,-2,-2,-2,-2,-2,2155,-1750,-3240,3621,524,-1482,0
